CCL5,1.716832657644528e-122
NKG7,1.2246989928155898e-94
B2M,9.257068009856221e-81
IL32,2.4399050145923293e-80
GZMA,1.1962582024153348e-69
CST7,2.784902638490364e-66
HLA-C,2.2008770997610535e-63
CTSW,2.66260269327084e-58
CD3D,3.0985992457422305e-54
GZMK,1.4699513624351613e-53
HLA-A,9.010068195717527e-50
PTPRCAP,4.5259951227007164e-42
LYAR,1.5205648252457619e-38
CD8A,9.781853132211582e-32
HCST,1.0206337759363817e-29
GZMM,2.28846577221388e-28
KLRG1,1.0817100310959384e-27
MALAT1,2.3273853715470315e-27
CD99,1.557722142284642e-25
HLA-B,2.0826566823675128e-24
CD3E,8.265678861654826e-22
RARRES3,1.158753448264478e-21
MYL12A,5.5537244960472146e-21
LCK,4.279865412633184e-20
CD2,4.468476166845951e-19
PRF1,2.2049034701787528e-18
GZMH,3.368864491492417e-18
CD8B,1.7155112894636712e-16
HOPX,2.9052103090718417e-16
APOBEC3G,8.603454914493205e-15
DUSP2,4.1875175788886595e-14
HLA-E,6.808663257134912e-14
GIMAP7,1.5090911772676577e-12
ANXA1,3.4083865912821822e-12
CALM1,4.811544908056912e-12
CD53,5.116223237667677e-12
RPS3,2.0436136110780188e-11
SAMD3,2.8119591682538097e-11
MT-CYB,8.757133720106056e-11
PFN1,3.9553216384873427e-10
MYL12B,3.999544835318366e-10
RPL23A,7.59652945153435e-10
NCR3,8.253636326007442e-10
C12orf75,1.2050003891706953e-09
CCL4,1.346301921647902e-09
CD247,1.3727661118359096e-09
ID2,6.266686621680188e-09
UBC,7.1158484336919914e-09
IL2RG,7.688320041972468e-09
HSPA8,8.365101750511056e-09
TIGIT,1.0406744001856716e-08
BIN2,1.1110958769162094e-08
YWHAQ,1.4019520717506624e-08
LAT,2.076842683457694e-08
DDX5,2.501786796752942e-08
RPS27A,4.8693316571856996e-08
CTSC,7.16197062700826e-08
AES,1.0836665785074461e-07
FGFBP2,1.3896578791747692e-07
IFITM1,1.6921611895696642e-07
HSP90AA1,2.1534196422279732e-07
RPL3,2.719763496568816e-07
ARPC5L,2.874048244302795e-07
GUK1,2.910565422066382e-07
IL7R,3.093783805186685e-07
MYO1F,3.3597106663167563e-07
FYN,4.907384328670239e-07
SEPT7,6.346323466015186e-07
LITAF,7.259031506337908e-07
CHST12,8.962625805418509e-07
CD3G,1.2715403289986453e-06
MATK,1.3465379296886577e-06
ANXA6,1.7603373432198656e-06
PTPRC,2.5467587386420136e-06
LAG3,2.8130601985763213e-06
ARL4C,3.0017319604926724e-06
C9orf142,3.254533936787736e-06
RPS26,3.406164134062483e-06
SH2D1A,4.235460384355444e-06
SRSF7,5.297977258047681e-06
TMBIM6,5.910110207029354e-06
GIMAP4,7.862888525874565e-06
UBB,8.795151663810731e-06
PPP1R18,9.203643470343164e-06
HLA-F,1.0757465988754974e-05
MT-CO3,1.0789310769210832e-05
ZFP36L2,1.2022511300402661e-05
CCND3,1.2540394173387773e-05
PPP2R5C,1.3537851425058352e-05
RPL17,1.8337318960344425e-05
ACTG1,1.9134201795409752e-05
CXCR4,2.2682982611693185e-05
RPS7,2.4366226598048292e-05
ZAP70,2.5533796075526433e-05
SUN2,3.6488251609899345e-05
BUB3,4.412408197871756e-05
HNRNPK,5.5158889588305556e-05
CFL1,5.54786224144107e-05
CD7,6.615988102272032e-05
TPST2,7.219252091334659e-05
GTF3A,8.799066391934917e-05
RAP1B,9.33905554178327e-05
GYG1,9.388735260596463e-05
KLRB1,9.861021402436761e-05
GZMB,9.90561134599663e-05
PIM1,0.00011319557733023542
PPIA,0.00011393182516765532
SH3BGRL3,0.00012128554750562729
HNRNPDL,0.00015695499018793097
CORO1A,0.00016707010717916974
SNRPD2,0.00016719624191428937
HMGB1,0.00016930320956682433
APMAP,0.00017580140891028492
MT-ND2,0.00017662333694636818
PDIA3,0.00017670306985350748
SLC9A3R1,0.00018551627076821776
LCP1,0.0001999614919597989
ACTB,0.00021379909150936403
SH2D2A,0.0002177438362185907
SPOCK2,0.00021829438941513022
TUBA4A,0.000237880127459452
STK17A,0.0002468571804303406
SNRPB,0.00027228101945137793
RORA,0.00028119132081775786
ITGB2,0.00033474988941256044
SEC61B,0.0003476596556489169
HSPA5,0.0003545431033675449
PRR5,0.0003735450851183704
XBP1,0.00039445410896847647
CMPK1,0.0004827270276736819
OPTN,0.0005161994342657673
SYNE2,0.0005727980434293943
SSR2,0.0006954513379066205
C9orf16,0.0007136669271853794
PSME1,0.0007167127986746918
PRKCH,0.0007582533813028101
SIT1,0.0007605388005545427
CIRBP,0.000775444698837057
ARL6IP5,0.0008121333217122665
OCIAD2,0.0008997062981987222
RAC2,0.000919602851225294
ARF1,0.0009376301721233866
TERF2IP,0.0010711367318814841
MT-ND4,0.0011593448423649203
CLIC1,0.001193783529945678
DHRS7,0.0012004343707692966
AC092580.4,0.0012337164514092424
ODF2L,0.0013067950298538647
PLEK,0.001320945083858038
TMED9,0.0013885644614455939
PSMB9,0.0014303551217908922
NSG1,0.001446488291970465
CKLF,0.0016035604643665064
GNLY,0.0016221125971682354
BIN1,0.0016623810647780177
JUN,0.0016800425636956167
PTPN4,0.0017000632794515029
TMEM109,0.001916839349809422
ORAI1,0.0020454875084417574
ANXA2R,0.0023024502584633967
SRGN,0.0023230564433758846
HSP90B1,0.0023541350501844653
YWHAB,0.0025964075748010594
TC2N,0.0026590347398650965
CCDC107,0.003013652123861206
RPA2,0.0030478383431213874
FCRL6,0.003064688345859365
HNRNPR,0.0030895553877386215
KRTCAP2,0.0031264364127889296
FKBP11,0.0031679717248255836
GBP5,0.0032820022395024058
GIMAP5,0.003421692299587518
S1PR5,0.003482777709389884
RNF167,0.0035145415481049897
RASSF5,0.003575404065948983
CAPN2,0.0037769349140044386
PBXIP1,0.0038001559377494366
EVL,0.003888278228854701
RPL21,0.003946005498167737
WIPF1,0.004097409538859261
MEAF6,0.004160920361059364
ALOX5AP,0.004169852993305627
TMEM50A,0.004289099537208598
SON,0.0042906286078383945
KLRD1,0.004594620158697336
CMC1,0.005154281241258325
SPCS2,0.0055321563535738714
ACAP1,0.005804921812180326
MYLIP,0.005893293499378427
ACTR3,0.005936906815851332
VAMP2,0.006117794870591167
WTAP,0.006133970774209824
PPIB,0.006406126304857343
SRSF3,0.007410760436480077
PTGDR,0.007506452050000347
RPS15A,0.007810701896182059
CALR,0.007959810392576606
DNAJB1,0.00829334824704721
DSTN,0.008521338004295142
PTGES3,0.008633592774045625
S100A4,0.009202769043318274
GIMAP6,0.009275966244604304
P4HB,0.009304571831998834
COX7A2,0.009411511516011337
ARHGEF1,0.009500769123795137
PTGER2,0.009724031779836152
MFSD10,0.010112784526365196
CCDC167,0.010847304220595388
HNRNPA2B1,0.010850823131697981
PSMC5,0.01092023489109267
GBP2,0.010950948184455052
ORMDL3,0.011034019692812067
PLEKHF1,0.011138045749502062
TAP1,0.011631362528410068
LINC00152,0.01163385833745579
SPSB3,0.011973905285941203
MMADHC,0.01285536163635781
PSMB8,0.013097321003153323
CLN3-1,0.013109801459486982
TSEN54,0.013497677285281093
STOM,0.01355043853270996
TMEM59,0.01486326811167648
DENND2D,0.01501427767729335
SKAP1,0.015174527436502641
DNAJC1,0.015509202927034515
CDC42EP3,0.015998574735037564
CDC25B,0.016547405571384004
RAN,0.01679946885154242
SKP1,0.01719356993669233
GIMAP1,0.017903700143112353
ECH1,0.018008003112295883
TXN,0.018498061997871032
RPLP0,0.018848392533910255
S1PR4,0.020241238390219372
MT2A,0.020465831678224095
RAB9A,0.020511010240651245
UBE2D3,0.020860973370988925
BTN3A2,0.020990660946672023
HNRNPA3,0.02103684770067877
COX6C,0.021968443857533382
TMCO1,0.022031807122183972
CITED2,0.02236209221710332
PLA2G16,0.022571257934052756
GADD45B,0.022667505610036737
PDIA6,0.023051520324408378
ANXA7,0.023314487636556584
ITM2B,0.023321382366260284
LSP1,0.023427323414372852
GPR171,0.023605594440279758
KLF6,0.023885766060732068
ADRB2,0.02489892952681619
IL10RA,0.024935444062653103
TRAF3IP3,0.025221852216684635
ENO1,0.02660668391688297
HNRNPM,0.027667965480552382
MZT2A,0.02792750200896561
ABHD17A,0.027949000466540065
C12orf57,0.027957066065446963
CD320,0.028270478409492154
CXCR3,0.02836563504140862
PEBP1,0.02874627180970582
IER2,0.02991468179959227
CDC37,0.029977442289728262
TECR,0.03020949143254592
XRCC5,0.03023249339471572
MED10,0.030469132473262113
HSP90AB1,0.031061813568218726
CD160,0.031153186841847532
EID1,0.031224085769233443
CD69,0.031862411974670594
GHITM,0.03268371172949534
RPL36AL,0.03273910389230749
RUNX3,0.0334853816656302
IFRD1,0.0334853816656302
HDAC1,0.03432946218906853
MT-ND5,0.03452234951273984
EOMES,0.03477448656790179
SSBP4,0.03498254123967821
TMED10,0.03631720020714201
XCL2,0.03635086263907622
RPL14,0.03660756718675181
COPS6,0.03673989570606732
FUS,0.03685559127179333
RAB7L1,0.036872631469559804
IDH2,0.038359879862845774
JAKMIP1,0.03843397299339568
TMA7,0.039138565276090685
RASSF1,0.0392786341216857
EIF4A2,0.039846814357241134
RP11-222K16.2,0.04013534156292346
HMOX2,0.04091838875568198
TMED4,0.0409705519917866
NCOR1,0.041506596792885785
BATF,0.041684071059215004
ZNF428,0.04206762640588058
TXNIP,0.04241575943093155
CD27,0.04257725628612971
TBX21,0.042917317325659315
UBE2I,0.04433646532233694
CXCR6,0.04475258008901804
MIB2,0.044828955840500194
LY9,0.04578272665657027
KMT2E,0.046470855763954294
PPM1G,0.04779677807006802
C19orf43,0.048317123687903335
ARL6IP1,0.049455051825773734
COMMD8,0.050495215352258406
NPM1,0.051224285704455086
DGKZ,0.05158984987216492
IRF1,0.05191207587822314
RPSA,0.05267663002265212
PPP1CA,0.05370285360958288
CAP1,0.053805919006987404
RPL9,0.05402665745886983
SRSF2,0.054031362221064916
LDHA,0.055113010529237144
TCEB1,0.055261461307618574
OST4,0.05637818590652503
PCID2,0.05654901435851127
HNRNPC,0.056681090485038096
MIAT,0.05721196476163703
RPS27L,0.05781662380720978
ATPIF1,0.05877392328514593
ATP5A1,0.059402434187385396
TUBB,0.060129020341020016
SRP19,0.0606140416638293
PARK7,0.06062957430071475
IFITM2,0.060873349880569576
TOB1,0.06127970539673615
SIGIRR,0.061672547763393044
IL12RB1,0.0619988693513988
ARHGAP15,0.0625122701238121
CD63,0.06476503776418038
PA2G4,0.06487448352231175
RPL27A,0.06490734698913701
LBH,0.06675291671841203
CYB5A,0.06762092104605595
OSTC,0.06774567633472632
GAPDH,0.06862427417697206
MOB2,0.06946006429015766
MATR3,0.07031589689461956
C11orf58,0.07044472186720692
TXNDC12,0.0704740272564165
TMEM258,0.07208337280342904
PRR7,0.0729173448838128
WDR1,0.07364365614799656
SDHC,0.07420449218851242
MTFP1,0.07432687380972622
ISG20,0.0745353010607425
PET100,0.07465198294103935
AHSA1,0.07621996363458217
TOR1A,0.07636382957069955
STOML2,0.07803107219710498
NDUFB10,0.07819686129882066
TAGLN2,0.07842049163471962
DPY30,0.07874728453857927
TRA2B,0.07946883634270535
CAPN12,0.07957235261073783
MZT2B,0.08007856529087594
RGS14,0.08013714245999164
DERL1,0.08057431206361303
RTF1,0.0809608843173134
SDF2L1,0.08150065346596029
GPR56,0.08167902006424743
ARPC4,0.08171870006414901
