CD74,1.7743107276343948e-184
CD79A,1.3697131212522786e-170
HLA-DRA,5.452564064794335e-168
CD79B,2.999777663489378e-155
HLA-DPB1,8.009360026424672e-148
HLA-DQA1,1.0069811236590496e-140
MS4A1,6.832689394235635e-140
HLA-DQB1,1.0091098642630947e-131
CD37,2.063578944270052e-131
HLA-DRB1,7.86043076998763e-131
HLA-DPA1,1.2013266810681546e-125
HLA-DRB5,1.5283496311768154e-87
TCL1A,2.52476668515349e-74
RPL18A,3.4753099797360295e-67
HLA-DMA,1.5024825597646863e-62
LINC00926,3.2219179575337343e-62
RPS23,1.038007205222146e-51
RPS11,5.0840198577248784e-51
RPS5,1.6885972308411348e-49
VPREB3,1.1470773883876712e-47
HLA-DQA2,1.4660885209056416e-46
HLA-DMB,5.795132405794521e-44
LTB,1.481327899542423e-42
BANK1,3.6850942440093686e-42
HVCN1,8.57777918217678e-40
RPL13A,1.6156063943162936e-35
CXCR4,1.6991471501626622e-35
LAPTM5,2.865762069265607e-35
RPS8,1.997210956854284e-34
RPL15,2.2213481352606295e-33
ISG20,6.979943304220003e-32
RPL8,6.004190837258772e-31
FCER2,1.1075475618426204e-29
RPL18,4.57888016159307e-26
SNX2,1.360613036615759e-24
LY86,1.5318100226949131e-24
RPL10A,1.3495393160624592e-23
RPS27,5.512149524860571e-23
PTPRCAP,1.6922916598613268e-22
SNHG7,2.253047932037644e-22
IRF8,8.357743205956491e-22
CD52,1.5847035554277658e-21
EAF2,2.4723339850670098e-21
GNB2L1,2.547288891945213e-21
RPSA,3.97105776935462e-20
TSPAN13,1.3496447503077749e-19
PDLIM1,3.7535343124585893e-19
RPL12,8.2022712712049675e-19
FCRLA,1.9599343887403383e-18
LIMD2,3.1820979825753025e-18
RPL29,2.741590603293468e-17
NCF1,4.16590390105985e-17
HLA-DOB,6.17640539748659e-17
GNG7,1.2050149686456003e-16
PPAPDC1B,1.2795128981583867e-16
CYB561A3,3.8926762038714177e-16
SMIM14,5.351222967561387e-16
FAU,6.540175643671602e-16
PKIG,6.747112846449069e-16
BLK,7.684231147767135e-16
RPS21,1.4832187380797269e-15
CD40,1.7133024029950345e-15
FAIM3,1.9447876951031532e-15
RPS18,2.478121692418907e-15
RPL23A,7.805805458987016e-15
P2RX5,1.3891753807279565e-14
RPL9,1.5505537195659905e-14
EEF2,2.401930620365166e-14
RPS13,3.881220632143429e-14
RPL19,5.2440209804200844e-14
CD72,5.4192003871338805e-14
RPL7A,1.9142720408142296e-13
MARCH1,1.9389325674356708e-13
PLEKHF2,2.4546826803845743e-13
RPL21,3.3670952816407193e-13
EEF1B2,3.3803977214004374e-13
SNX3,4.767980410655072e-13
RPS19,5.668374855924199e-13
QRSL1,7.268088943791469e-13
SPIB,8.125698736265071e-13
RPL13,9.903101851631446e-13
RPS7,1.08501503520213e-12
RPLP2,1.2717965602498958e-12
RPL37A,1.8059801975277248e-12
MEF2C,2.8238205476541197e-12
GLTSCR2,3.935389158054956e-12
IGLL5,1.1152734433043764e-11
RPL5,1.3498341606362849e-11
RPL37,1.8859745380585052e-11
PNOC,1.9504303730744087e-11
RPL35,2.5604628656925103e-11
RPS10,3.018743116262621e-11
PLAC8,3.400422147990428e-11
BLNK,8.616237646661254e-11
KIAA0125,9.913654208662334e-11
SWAP70,1.264020604713387e-10
RPS3A,1.405922934432502e-10
RPL11,2.0121168108560043e-10
CD22,2.2015317522360056e-10
CD19,3.891896364275237e-10
POLD4,4.8432409300285e-10
FCRL1,5.955279910866881e-10
TPD52,1.7190212263664076e-09
RPL27,2.042616148154154e-09
SYPL1,3.702078935799371e-09
RPSAP58,5.1215873655753e-09
HMGN1,9.216118640491784e-09
STX7,9.884327800071516e-09
FAM26F,1.0130959656279043e-08
PNISR,1.3025365151812294e-08
LAT2,1.3793927129839274e-08
RPS2,2.470511068791192e-08
TSC22D3,3.3563087065413296e-08
EIF4A2,1.317894823952205e-07
SNX29P2,1.4522159604790148e-07
RPL26,1.5019282132593678e-07
CXXC5,1.934302502086886e-07
ADAM28,2.0570768338592345e-07
ORAI2,2.200332332506954e-07
RPL30,2.2685914528137196e-07
PTMA,2.586145245606387e-07
SELL,3.5531322106028827e-07
ATP6V1G1,4.931750037022832e-07
ARPC3,5.718599139444919e-07
CD69,6.69499198312549e-07
BTG1,7.09861298580568e-07
SEC62,7.519755079238596e-07
RPS27A,7.768728469921052e-07
ARHGAP24,9.04237523673978e-07
BIRC3,1.3251869810550465e-06
RPL22L1,1.6079529007508135e-06
GAPT,1.9216544482929414e-06
PRKCB,2.202002999168655e-06
RPS16,4.177652415736745e-06
CD53,4.232125616092278e-06
RPS15,4.405271361981723e-06
RPS9,4.446367993466339e-06
RCSD1,4.7600298388884615e-06
POU2AF1,5.8595870859929575e-06
CCNI,6.51190091193536e-06
HHEX,8.98955540246558e-06
RALGPS2,9.862663151513694e-06
CD180,1.4771071864066304e-05
MT-ND4,1.783620152994221e-05
TMEM243,1.9016474562881205e-05
FCGR2B,2.176195839844301e-05
UCP2,2.2568982653622024e-05
RNASE6,2.2588085352186075e-05
TXNIP,2.4445848164251235e-05
ANAPC16,3.003142644488986e-05
ADK,3.103937970038367e-05
C16orf74,3.515660795850552e-05
BTK,4.57682688620384e-05
RPL32,4.676525305314724e-05
ITM2C,4.717132275545923e-05
STRBP,5.167955960330447e-05
NBEAL1,5.677723526866293e-05
SP100,5.9009495394004075e-05
ERP29,5.928594126535924e-05
PARP1,5.997760149108426e-05
MZB1,6.161139906305942e-05
BLOC1S2,6.465272082133802e-05
EEF1A1,7.398936335200952e-05
TSPAN3,7.968949744315461e-05
TLR10,8.019656824570943e-05
HNRNPA2B1,8.890426970177186e-05
IFT57,9.716519307467235e-05
CCDC50,0.00010068403451461472
CIRBP,0.00010093654363470088
RPL27A,0.00011103892891030152
POU2F2,0.00011592656950871199
ZFP36L1,0.00012303863060195936
RNASEH2B,0.000124667570245719
MT-CO3,0.0001318962900937184
PTPN6,0.0001437811144142547
AC079767.4,0.00019417213914827675
SMARCB1,0.0002017700085290198
RPS6,0.0002031089408993087
REL,0.0002052562751870848
RPL23,0.00021596059375480242
IL4R,0.00021934818025547636
DRAM2,0.000238285623658449
NT5C,0.0002585958070299413
PPP1R14A,0.00026067130476347306
PLD4,0.00026640067633278613
RPL34,0.00026703135551987974
IGJ,0.0002704053730650125
PAPOLA,0.0002864469181295868
FAM129C,0.00034476632775044857
SPINT2,0.00038450778883291747
MBD4,0.00042434106952552396
RPL10,0.0004538660026583432
LYL1,0.00048371487691280295
SP110,0.0005690509972752033
TCF4,0.0005708942752849168
RPL3,0.000577186874051415
YBX3,0.0005912088402954263
GUCD1,0.0006485371570024512
CDCA7L,0.000685639584619651
AFF3,0.0007220063111205714
STK17A,0.0007384544069795428
EZR,0.000755874926164409
SEL1L3,0.0007812706085075368
DCK,0.0007918664460437615
C15orf57,0.0008003950247796359
GPR18,0.0009457659737039589
RP11-693J15.5,0.0009501366388813675
HMGB1,0.0009572464626868228
KIAA0226L,0.0009641443400750355
HERPUD1,0.000964274930081351
FAM65B,0.0009684624698735282
